id,message,Total_comments,Total_reactions,Total_like,Total_love,Total_haha,Total_wow,Total_sad,Total_angry,Total_likes
237,"Brilliant work by one of our alumni, Damian Vather. Some visualisations of the dashboard include different case scenarios, country differences and local data, such as cases per province and number of hospital beds available. Damian was part of the 2018 cohort and has since joined EXPLORE where he has been involved in consulting and academy work.  https://datastudio.google.com/u/0/reporting/19lGvPnRzHcDf9MtvH-mIf0geK-gqdx1u/page/rAUMB?s=jD24UnenLbw",0,24,18,6,0,0,0,0,18
238,Here are some fantastic technological measures South Africa is taking towards COVID-19 pandemic. Leveraging these solutions can pave a path to new future innovations.   https://www.geospatialworld.net/blogs/how-south-africa-uses-tech-to-fight-covid-19/,0,5,5,0,0,0,0,0,5
239,"Get skilled with coding, databases, dashboards and AI! We believe in learning on digital platforms to make our course as accessible as possible! Both self-funded online courses and corporate sponsored courses are open for DATA SCIENCE.   https://explore-datascience.net/long-courses/data-science/2",2,7,6,1,0,0,0,0,6
240,🚀 +90% Employment Rate 🚀 +R300 000 annual starting salary 🚀 Future proof and skills employers need urgently  Apply for the sponsored and self-funded courses!,2,13,9,4,0,0,0,0,9
241,Looking to get involved in the world of coding and data?   Apply for our flagship data science course! We offer the course as an on campus experience (corporate sponsored or self-funded) or online at your own pace (self-funded).  Explore more info @ https://buff.ly/34hp7Fr,0,13,13,0,0,0,0,0,13
242,"Lockdown? No problem! At EXPLORE, our digital platform means that business can continue! We are always ready to solve the immediate and complex problems!   Our vision is to build the largest centralised COVID-19 database in South Africa!",1,31,21,9,0,1,0,0,21
243,"Learn to code, build databases and create interactive dashboards. Upskill yourself in the most in demand field of of the 21st century!   Apply for the Data Science July 2020 intake NOW!   https://buff.ly/34hp7Fr",8,31,27,4,0,0,0,0,27
244,Technological advances will be used for tracking the COVID-19 virus in South Africa. Do you think that the government’s plan is viable? Or an invasion of the public’s personal data? Comment your thoughts below!,0,7,7,0,0,0,0,0,7
245,"Following South African Revenue Service (SARS) ambitions of implementing AI to find people evading tax, the J.S.E Johannesburg STOCK is also interested in AI! They plan on using it to find those who are involved in white collar crimes. Exciting times for South Africa and the field of AI!",0,19,16,3,0,0,0,0,16
246,"Don’t know what to do during the lockdown? Why not learn a digital skill on an accessible, online platform! Look out for the opening of applications for our online courses",0,15,15,0,0,0,0,0,15
247,Really good initiative utilising AI for aiding in the fight against the COVID-19 virus.  https://m.bizcommunity.com/Article/196/423/201711.html,0,7,7,0,0,0,0,0,7
248,"Interview on eNCAnews with our Chief EXPLORER .The focus of the interview was around topics such as the shift towards digital learning platforms, tackling youth employment opportunities and in demand skills.",0,39,37,2,0,0,0,0,37
249,"After mastering SQL databases and building an integrated pipeline for scraping Twitter posts, Joburg interns had a day of socialising!",1,42,30,12,0,0,0,0,30
250,"Our vision for 2025 is to build the path for youth employment. We've placed over 500 data scientists, trained corporate individuals from over 10 of the top 100 companies in South Africa and opened 3 campuses in just the last 3 years.",1,17,15,2,0,0,0,0,15
251,A competition was run to try and advance the research of finding the cure for the COVID19 virus using data science. Data science can be used to solve a wide range of problems!,0,17,15,2,0,0,0,0,15
252,"The use of ROBOTICS in labs are not unheard of. They speed up the process of tasks by automation. In the case of the #covid-19 virus, speed is a must! Interesting read about how the use of robotics and AI are speeding up the drug research to hopefully find a cure!",0,18,16,2,0,0,0,0,16
253,"Stats SA  released the results for Import & Exports from 2018 to 2019.  Mining outputs (ores and minerals) were the main contributor to the decrease in exports. A positive to the trend was the decrease in imports, specifically in the machinery and equipment trade. This was a result of increased machinery exports, meaning that the manufacturing of machinery and equipment increased. Is South Africa moving to an industrial state and away from mining?",0,7,7,0,0,0,0,0,7
254,"Previously, data analytics and data management were scarce skills to find, and still are. Advances in technology and tools to perform these complex models with better access.",0,11,10,1,0,0,0,0,10
255,FIRST Meet-Up for the year at the Joburg campus! Guests were treated to new and exciting graphic visualisation techniques! Followed by a lean coffee discussion where participants talk about all things data related.   Look out for the next Meet-up and RSVP!,0,26,23,3,0,0,0,0,23
256,Wearable tech generates a lot of data. This can be easy to integrate AI on the go! Interesting piece of tech for your pooch!,0,9,9,0,0,0,0,0,9
257,"StatsSA released a publication on motor trade sales over the last year for the Q4 period (October - December). Used cars have increased significantly (4.3%) and holds a weight of 17.5% towards the total motor trade contribution. Compared to used car sales, new car sales have seen a drop in sales (0.1%), with a weight of 24.7% towards motor trade, showing a hesitation in spending. Will this result in used car dealerships increasing the price as demand increases? Will South African new car sales see some more attractive pricing and customer deals?",0,7,7,0,0,0,0,0,7
258,"To be ahead of the pack, you won’t just need to be digital, you’ll need to be SMART with your digital skills. Data science and the related fields are scarce, future proof and high in demand.  https://businesstech.co.za/news/technology/375238/these-are-the-it-skills-that-south-african-companies-are-struggling-to-find/",1,12,11,1,0,0,0,0,11
259,"Reminder to RSVP for the Meet-Ups happening at the Joburg and Cape Town campuses! Talks include Visualisations (Joburg), AlphaZero (Cape Town) and lastly the African Machine translator (Cape Town, hosted by one of our leading data scientists!). Socialise and meet some of the leaders in the South African data and technology space!   RSVP at: CPT - https://buff.ly/37oD0l9 JHB - https://buff.ly/31UVPLE",0,1,1,0,0,0,0,0,1
260,The future of industry will lead to net gain in new job creation. Technology and e-learning will be at the forefront of building the skills for the new revolution of digitalisation.   Look out for the opening of the 2021 cohort Data Science course!   https://www.iol.co.za/business-report/wef/south-africa-needs-renewed-skills-development-and-reskilling-revolution-42155437,0,18,17,1,0,0,0,0,17
262,,0,8,8,0,0,0,0,0,8
263,EXPLORE in Johannesburg hosted a three day boot-camp for  Machine Learning. The attendees were all from the Actuarial Society of South Africa.,0,29,29,0,0,0,0,0,29
264,"EXPLORE will be hosting the first set of #meetups for the year! These will take place at the Cape Town and Johannesburg campuses. Whether you are a data professional, AI enthusiast or just interested, join us!  RSVP and find more details for: > Cape Town - https://buff.ly/37oD0l9 > Johannesburg - https://buff.ly/31UVPLE",1,10,8,2,0,0,0,0,8
265,World Economic Forum forecasts a RESKILL revolution. New industries and disruptive operations are on the rise in the #4IR. That also means opportunities for data specialists and digital careers!   https://www.weforum.org/agenda/2020/01/reskilling-revolution-jobs-future-skills?utm_content=114988959&utm_medium=social&utm_source=linkedin&hss_channel=lcp-2527975,0,17,17,0,0,0,0,0,17
266,"Sustainable solutions, with maximum societal value unlocked - AI is shaped for humans BY humans. Africa’s foundation for building a technological society is ready for the taking!   https://www.iol.co.za/news/opinion/africa-must-shape-its-own-ai-destiny-42134238",0,14,12,2,0,0,0,0,12
267,"Everybody is talking about the impact of AI on our daily lives. Whether it be about automating jobs, self-driving cars or even advanced personal assistants, the sentiment is the same - what will happen to us?   Interesting interview with Rhonda Scharf, describing the impact of AI in our daily lives.   https://www.google.co.za/amp/s/www.forbes.com/sites/rodgerdeanduncan/2020/02/04/what-role-will-does-artificial-intelligence-play-in-your-life/amp/",0,10,8,2,0,0,0,0,8
268,Automation is a huge game changer in business operations! Machine learning and data play a huge role in this process. Exciting to see the prospect of more virtual stores!   https://www.google.co.za/amp/s/fortune.com/2020/02/04/artificial-intelligence-7-eleven-mcdonalds/amp/,0,15,13,2,0,0,0,0,13
269,"#AI technology being used to predict an outbreak long before the epidemic. In this case, being the coronavirus.   https://www.google.co.za/amp/s/qz.com/1791222/how-artificial-intelligence-provided-early-warning-of-wuhan-virus/amp/",1,20,16,2,0,2,0,0,16
270,(SARS) are doing exciting things with Data! Hiring new talent in Big Data and AI is a positive step towards creating a digital economy!   https://www.google.co.za/amp/s/businesstech.co.za/news/technology/370178/new-sars-technology-to-go-after-tax-dodging-south-africans/amp/,1,47,35,9,0,3,0,0,35
271,"Durban Campus Celebrating the end of their first week of python! The team was welcomed by the CEO at Ignition Group , marking the beginning to their new data science career. Keep up the good work Durban 👏🏻 🚀",0,52,48,4,0,0,0,0,48
272,Live dashboard on the #coronavirus! Dashboards are an extremely powerful tool used by data scientists to track trends and key performance indicators.   https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,0,10,8,2,0,0,0,0,8
273,An interesting infographic showing where companies are spending on MACHINE LEARNING. EXPLORE trains its  #datascientists in #machinelearning to explore these fields ! Exciting times in the #4ir and #ai space!  https://cdn.statcdn.com/Infographic/images/normal/17966.jpeg,0,10,10,0,0,0,0,0,10
274,"Happy Data Privacy Day! At EXPLORE, we train our data professionals to be data compliant! Data is the gold for any business and can be so easily obtained. Make sure your data privacy is optimised!   Click on https://myaccount.google.com/intro/privacycheckup?hl=en to make check your data privacy!  https://www.iol.co.za/business-report/technology/data-protection-day-is-your-personal-data-safe-41568530",0,13,12,1,0,0,0,0,12
275,"StatsSA released its tourism and migration report for 2019. Cape Town has been one of the most popular cities for international tourists, and increasing in popularity. Despite this, there is a reduced number of international arrivals at all airports in South Africa - decrease of 0.4% since last year. Some questions are: Is tourism is declining? Could Business individuals be reducing visits?   EXPLORE ask the questions and try find avenues in the data to build informative insights!   Keep an eye for applications for the next flight of sponsored students and online courses!",0,17,17,0,0,0,0,0,17
276,We are still the leading course in South Africa and Africa offering data science certification and training in artificial intelligence. Look out for the next opening of the sponsored and paid courses!   https://www.google.co.za/amp/s/mybroadband.co.za/news/5g/334028-2020-is-the-year-of-5g-ai-and-security.html/amp,1,32,26,6,0,0,0,0,26
277,A core value at EXPLORE is the ability to solve problems. We are always looking for them so that we can continue solving.   https://medium.com/@dippnallsc/solve-the-problem-18c8695d54c9,1,14,12,2,0,0,0,0,12
278,"PERSONALISED service is becoming extremely more accessible. With DATA, and ARTIFICIAL INTELLIGENCE, you can predict and model tailor made services! EXPLORE trains individuals in MACHINE LEARNING, which is a field of AI!   https://affiliateinsider.com/featured/data-science-affiliate-marketing/",0,24,20,4,0,0,0,0,20
279,"The Q4 UNEMPLOYMENT report will come out in February this year. UNEMPLOYMENT has been on the increase and saw its record high jump in the quarter 3 report (Q3) to just over 29%. With over 6.7 million people unemployed and about 15.5M non-economically active people, this puts a strain on the taxpayers and businesses to deliver economic growth.   When EXPLORE Data Science Academy was established, the main problem to solve was unemployment. Not only have we sent out approximately 400 job ready individuals, we are also on course to make that number 1000 by the end of this year.   Head over to https://explore-datascience.net/ to learn more about our courses on offer to INCREASE your job OPPORTUNITIES!",2,18,18,0,0,0,0,0,18
280,CAPE TOWN campus kick off in the new open plan office! Good luck to the third cohort of Cape Town!,2,47,40,7,0,0,0,0,40
281,"Our brand and our values are our people. EXPLORE does not just provide technical skills for the workplace, but also the social and managerial skills. These are the SKILLS that seal the DEAL! Through our parallel course, The Way of The EXPLORER, we help prepare individuals for the work environment!   https://youtu.be/Ki9fgj-Q3Vg",1,16,15,1,0,0,0,0,15
282,"DATA SCIENCE encompasses stats, programming and business skills. Businesses are willing to pay for these skills, especially in the tech space! Look out for the 2021 applications soon to open and the in take for the next online course!   https://l.facebook.com/l.php?u=https%3A%2F%2Fmybroadband.co.za%2Fnews%2Fsoftware%2F333646-south-african-software-developers-big-spending-power.html&h=AT3XxPWVTNXOYLClW7J-n_Bp1CCgTYmYkDdA0ukwrLH-QEaWVLNWaUHBdaPEHa0WBqpRMldGJHx4Xg6dmjz3kssriUTA8TWaTAplqAByI49brLpcQCJZGlHRrbYZGNY&s=1",1,19,18,1,0,0,0,0,18
283,EXPLORE Durban Campus kicked of today for the first time! Students from all kinds of backgrounds and places rocketed up and started their journey into DATA SCIENCE at our partner Ignition Group!,7,54,39,13,0,2,0,0,39
284,Everybody is talking about AI. One of the most exciting fields of DATA SCIENCE uses AI extensively. EXPLORE implements AI in its courses and gets you ready to learn how to get your programs to think for themselves!   Head over to our website to see more about the courses on offer!  https://www.aithority.com/guest-authors/how-artificial-intelligence-and-blockchain-is-revolutionizing-mobile-industry-in-2020/,0,14,13,1,0,0,0,0,13
285,Data Science is not just machine learning and AI. Data Scientists are present at every stage when DATA is needed to solve a business problem. The DATA is the gold!   https://towardsdatascience.com/succeeding-as-a-data-scientist-in-small-companies-startups-92f59e22bd8c,0,18,17,1,0,0,0,0,17
286,"For those who have just completed matric, it’s extremely daunting to step into the world as an adult. Youth Unemployment is a huge topic amongst the South African culture. Lack of funding and access to quality education has been a huge problem. EXPLORE offers internships and alternative methods for completing a quality course. We also pride ourselves in the recruitment stage and our relationship with corporate South Africa.   Remember to apply for a course so you keep ahead of the curve!   https://www.google.co.za/amp/s/citybuzz.co.za/107247/upskilling-youth-data-science/amp",0,23,21,2,0,0,0,0,21
288,"Well done to the matrics of 2019! Keep EXPLORING!   Apply with your matric at EXPLORE for Data Science to get a foot in the lucrative space of IT and Data! You will learn the soft skills working with real life agile structure, programming mastering, powerful cloud databases, beautiful interactive graphing and artificial intelligence!   https://explore-datascience.net/",0,11,9,2,0,0,0,0,9
289,3 DAYS LEFT to apply for the online data science course for 2020! Our flagship course will get you geared up the TRENDIEST and most EXCITING career. Interested in where data is heading? Take a look at the some of the trends for this year then go to our website at :  https://explore-datascience.net/long-courses/data-science  HAPPY 2020!   https://www.google.co.za/amp/s/www.techrepublic.com/google-amp/article/big-data-predictions-8-analytics-trends-in-2020/,3,18,15,3,0,0,0,0,15
290,"Think data science is for you? Read the article below and if you’re a match, head over to our page to apply for the long course!   https://explore-datascience.net/  https://analyticsindiamag.com/is-data-science-for-you-this-ibm-data-scientist-tells-how-to-figure-it-out/",1,16,14,2,0,0,0,0,14
291,Applications for MACHINE LEARNING are still open for 2020!   Machine Learning is one of the most exciting areas within AI. It is also one of the most in demand skills in the WORLD!   https://explore-datascience.net/,1,14,13,1,0,0,0,0,13
292,Applications for the flagship Data Science course are still open for 2020!   https://explore-datascience.net/,0,15,14,1,0,0,0,0,14
293,Data Science is definitely the HOTTEST career choice right now! Take a look at the link below and then head over to our site to see how you can make that step towards a career in machine learning and A.I!   https://www.marketwatch.com/story/the-no-1-job-of-2019-pays-140000-and-its-hiring-growth-has-exploded-74-2019-12-10  https://explore-datascience.net/,0,17,15,2,0,0,0,0,15
294,"Applications are still open for the 2020 online courses!   Get the best start for YOUR CAREER. Whether it’s upskilling or starting fresh, get some of the most in DEMAND skills from South Africa’s leading Data Sciences Academy!   https://explore-datascience.net/long-courses/data-science",0,20,19,1,0,0,0,0,19
295,"EXPLORE is proud to have DataCamp as one of the learning platforms for the 2020 cohort! This means that the students have access to ALL THE MATERIAL on DataCamp.   DataCamp is a platform to learn Data Science through short expert-curated videos, interactive coding sessions tutorials and projects! Python, R, SQL and Shell are all available to learn.   https://www.datacamp.com/",4,27,25,2,0,0,0,0,25
296,Artificial Intelligence. Big Data. Machine learning. These are some of the emerging specialties which companies are looking for to move into the future of industries. Data science has seen a 37% increase in hiring growth over the past year!   https://www.google.co.za/amp/s/www.zdnet.com/google-amp/article/data-science-dominates-linkedins-emerging-jobs-ranking/,2,26,23,3,0,0,0,0,23
297,EXPLORE has seen the journey of its students and we’re proud to be building the future of this country and potentially the world.  Hear the success from some of graduates!   https://www.youtube.com/watch?v=v8rB2Ea3VHA,0,30,23,7,0,0,0,0,23
298,Skills development should be at the core of every company. What better way than to get the BEST data scientists? EXPLORE is excited to take this journey with corporates such as Nedbank African Bank Absa South Africa BCX RMI. We’re ready for Cell C and Ignition in 2020!,4,38,34,4,0,0,0,0,34
299,We are excited to announce Cell C as one of the sponsors for the 2020 cohort at EXPLORE Johannesburg! Good luck to all the future EXPLORERS and Cell C!,3,67,54,13,0,0,0,0,54
300,"Data is the buzzword for the future jobs of the Fourth Industrial Revolution. Yet, there’s so many titles? Here are a couple of infographics explaining the difference between DATA ENGINEERING, DATA ANALYST and DATA SCIENTIST.   EXPLORE is proud to offer all of these fields as courses tailor made for your lifestyle!",0,40,34,6,0,0,0,0,34
301,"EXPLORE students at the Johannesburg campus competed in GKHack2019 at Geekulcha and can you guess who won??? Once again, the EXPLORE team came FIRST! They won a cash prize of R60000 and the title of the best team for geek innovation for 2019! Well done guys 🎉🎉🎉",3,87,68,19,0,0,0,0,68
302,"Data Scientists are in huge DEMAND! EXPLORE is reaching the end of the 2019 year and we’re confident that the talent produced will not just fill this demand, but thrive!   Head over to https://explore-datascience.net/ to see how you can be part of the 2020 cohort with one of our courses!   https://dataconomy.com/2019/12/demand-for-data-scientists-far-exceeds-supply-heres-how-your-company-can-cope/",2,26,24,2,0,0,0,0,24
303,"EXPLORE will be featured on Tech Matters! Catch the team chatting about Big Data and how the course works. If you’ve missed the feature, here is a link:  https://youtu.be/f0cWGL4sWRU",0,26,24,2,0,0,0,0,24
304,"Catch us on the Tech Matters segment! If you can’t wait, here is the link:   https://youtu.be/f0cWGL4sWRU",0,17,15,2,0,0,0,0,15
305,Congratulations to our EXPLORER Martin who won the Blue Sky Young Researcher award! His research for his MSc was to look at increasing productivity in the forestry industry whilst maintaining a minimal impact on climate change. We are extremely proud of you!   https://www.icfpa.org/three-global-winners-in-blue-sky-young-researchers-and-innovation-awards-announced/,1,34,24,6,0,4,0,0,24
306,"We are always asked “What does it take to become a DATA SCIENTIST?” EXPLORE believes in the combination of technical, business and people skills are key to the role. Do you think you have what it takes?   Apply for one of our long or short courses!   Follow this link - https://explore-datascience.net/  Try out the assisted course chooser under “Find the course for you....” to see which course fits your time, location and pocket!   https://www.google.co.za/amp/s/thenewdaily.com.au/sponsored/2019/11/27/big-data-big-deal-what-a-career-in-data-science-really-takes/amp/",1,24,22,2,0,0,0,0,22
307,"MASSIVE SECURITY BREACH!!! Data will soon be one of the most valued resources in the world. It has already surpassed oil in its value! That’s why at EXPLORE, we make sure to educate on ethical and safe data practices with accountability at every level!   https://www.internationalinvestment.net/news/4007368/cayman-national-bank-iom-confirms-customer-account-details-stolen-hack",0,22,19,1,0,2,0,0,19
308,"Over the weekend, some of EXPLORE’s Joburg students competed in a hackathon at IBM South Africa in conjunction with FinchatBot. They were tasked with creating a chat bot for the insurance business. Out of 11 teams, EXPLORE teams came 1st and 2nd!   Well done team! 🥇🥈🏆",4,97,78,18,0,1,0,0,78
309,"In the fourth industrial revolution (4IR), it is clear that DATA, AI & ALGORITHMS are it the core of its path to success, as mentioned by the head of 4IR at MICT SETA. EXPLORE teaches all 3 components as well as the personal and technical skills! EXPLORE offers online courses in all data related fields to get YOU into the most exciting field of our time!  Go to https://explore-datascience.net/ and book your place for 2020!  http://www.itwebafrica.com/ict-and-governance/267-south-africa/246711-sas-mict-seta-details-countrys-route-to-4ir",2,26,22,3,0,1,0,0,22
310,EXPLORE is gaining a lot of media attention for its exclusivity and pioneering programs! We are the first to offer official data related courses in South Africa!   Get on board for the next cohort with one of our paid for courses! Take it online or on campus of choice.   https://explore-datascience.net/  https://www.iol.co.za/business-report/technology/local-data-science-academy-launches-internationally-37194663,4,69,55,13,0,1,0,0,55
311,EDSA is hosting an Introduction to Machine Learning for women at our Joburg Campus. Join us live on YouTube https://www.youtube.com/watch?v=shaKvQS7gas,1,23,17,6,0,0,0,0,17
312,EXPLORE is ready for GLOBAL takeoff! Our signature one year internship is now available online which can be done ANYWHERE. A lucrative and exciting data related career could be just around the corner!  https://www.itweb.co.za/content/GxwQDM1APpmMlPVo  Ready to be part of one of the most in demand careers? Click on the link below:   https://explore-datascience.net/,2,38,32,6,0,0,0,0,32
314,"Here are the 10 future tech predictions we could possibly see in the future.   The Fourth Industrial Revolution is yet to be defined. Although, data will play a huge role in this era! At EXPLORE, we are poised to be top leaders in the data related fields. Ready to have your opportunity in a data career and define the revolution?   Go to our website to apply for one of our courses: https://explore-datascience.net  https://l.facebook.com/l.php?u=https%3A%2F%2Fmybroadband.co.za%2Fnews%2Ftechnology%2F326655-10-tech-predictions-for-2020-and-beyond.html&h=AT0Xg2lkMpypElyEQUwfxbjfir8gsYZgYdEMs6wFvVGhBBs5T2THqhgCDKIRTn7CV97YrhY2FSOkqTTHUZVpu_-JSGbTjdRAzxer1HCUpvzQLbPkamvnkBSCa32jwk4&s=1",1,20,18,2,0,0,0,0,18
315,"Data science is not just a well paying career, but also a hugely diverse field as well. At EXPLORE, we are proud ambassadors for equality in the workspace. Earlier in the year, EXPLORE hosted womxn for coding where a panel discussion was set up to discuss the situation of womxn in the workspace and womxn rights.  On the 16th of November, EXPLORE will host an intro to machine learning event which is hosted by womxn for womxn! You can RSVP or register your interest here:   https://www.eventbrite.com/e/intro-to-machine-learning-4-womxn-by-womxn-registration-75299652287  https://geekdenial.com/2019/11/11/the-data-science-gender-pay-gap-is-shrinking-barely/",3,23,18,5,0,0,0,0,18
316,"The Vaal dam supplies water to 33% of the population. As of November the 4th, the dam levels were filled at 46.2% of full capacity; as of November the 11th, the dam is only 44.5% filled - a significant reduction to the previous month. September/October of 2019 also saw a 33% drop in capacity compared to last year during the same months. There was also a record low rainfall during the pre-winter season (October to March) where rainfalls are expected to fill the dams; 485.7mm in 2019 compared to 645.8mm in 2018. This lack of rainfall phenomenon coupled with consumption, has put water supply in question.  Lindiwe Sisulu, Minister of Human Settlement, Water and Sanitation, has reassured that no “water-shedding” will occur. Has the government learnt from the Cape Town water crisis in 2017?  EXPLORE Data Science cohort of 2019 looked at some of the factors influential to Cape Town’s water crisis. SQL, Python and PowerBI dashboards were just some industry leading tools used to do the analysis and create beautiful presentations.  Are you interested in picking up these skills and jumpstarting your career in the lucrative field of Data Science? Head over to https://explore-datascience.net/ to look at our extensive data science course which is available on campus as well as online!   Data referenced from:  https://www.google.co.za/amp/s/www.dailymaverick.co.za/article/2019-10-13-the-vaal-dam-gautengs-major-water-supplier-records-weekly-declines-department-says-its-not-critical-yet/amp/  http://www.randwater.co.za/CorporateResponsibility/WWE/Pages/Damlevel.aspx",1,29,24,4,0,1,0,0,24
317,"EXPLORE Data Science in Johannesburg had its first ever careers fair today. Our EXPLORErs are here to build the foundation of the Fourth Industrial Revolution with their Data Science, analytics and artificial intelligence skills. Companies such as Entelect , Sasfin,  Rain, Retro Rabbit, Avon, FinChatBot and Compiax attended and had interviews with prospective candidates!   Interested in jumpstarting a career in data? Head over to https://explore-datascience.net/ to find out how you can take one of our top courses!",1,48,41,6,0,1,0,0,41
318,This is a great thought provoking piece about the careers we choose as Data Scientists.,0,11,10,1,0,0,0,0,10
319,"At EXPLORE Data Science Academy we are all about making a difference in the world, and giving our students the tools to make an IMPACT. Here is a great example of how Data Science can truly save lives.",3,19,16,3,0,0,0,0,16
320,Making sure data science works for your business..,2,49,43,6,0,0,0,0,43
321,"Thoughts from our Chief EXPLOREer - Why ""Your Grit, Your Determination"" is one of the tenants we instill at the EXPLORE Data Science Academy.   https://buff.ly/2MT5ooo  #MoneyBackPromise #DataScience #DataEngineering #DataAnalytics #4IR #ExploreDataScienceAcademy #ArtificialIntelligence #MachineLearning #FutureProof #ProblemSolving",0,19,17,2,0,0,0,0,17
322,"Is Data Science worth studying? ABSOLUTELY!  At EXPLORE, we offer both fully immersive full time courses, as well as online study.   https://buff.ly/2qR2N5N  #MoneyBackPromise #DataScience #DataEngineering #DataAnalytics #4IR #ExploreDataScienceAcademy #ArtificialIntelligence #MachineLearning #FutureProof #ProblemSolving",1,18,17,1,0,0,0,0,17
323,Step One: Take the EXPLORE application quiz. 🚀  #MoneyBackPromise #DataScience #DataEngineering #DataAnalytics #4IR #ExploreDataScienceAcademy #ArtificialIntelligence #MachineLearning #FutureProof #ProblemSolving,0,24,24,0,0,0,0,0,24
324,Expert tips to help kickstart your career in data science 🚀  https://buff.ly/2NjQPsP  #MoneyBackPromise #DataScience #DataEngineering #DataAnalytics #4IR #ExploreDataScienceAcademy #ArtificialIntelligence #MachineLearning #FutureProof #ProblemSolving,0,23,22,1,0,0,0,0,22
325,Does your company run competitions and are they leveraging them correctly? The answer of course lies with the help of with data science...  #MoneyBackPromise #DataScience #DataEngineering #DataAnalytics #4IR #ExploreDataScienceAcademy #ArtificialIntelligence #MachineLearning #FutureProof #ProblemSolving,1,9,9,0,0,0,0,0,9
326,"""The key to consistently value-adding data science is to understand and define the specific problem your business needs solved and then put the appropriate data science specialist, with the relevant technical and ‘soft’ skills to work on solving that problem""",0,26,24,2,0,0,0,0,24
327,Should schools be evolving their Math syllabus to keep up with the 4th Industrial Revolution?     #MoneyBackPromise #DataScience #DataEngineering #DataAnalytics #4IR #ExploreDataScienceAcademy #ArtificialIntelligence #MachineLearning #FutureProof #ProblemSolving,3,51,43,7,0,1,0,0,43
328,Data science has infinite applications. Welcome to the data science generation.   #datascience #futureproofyourself #jointherevolution #4IR #analytics #problemsolving #exploredatascienceacademy,0,33,26,7,0,0,0,0,26
329,How EXPLORE DATA SCIENCE ACADEMY is reinventing tertiary education 🚀🚀  Thank you Daily Maverick for the feature!  https://www.dailymaverick.co.za/article/2019-10-16-reinventing-tertiary-education/,0,24,24,0,0,0,0,0,24
330,"Data Science Isn’t Rocket Science - So Get Learning. Apply for one of EXPLORE's flagship courses, or even study online with us. Join our Rocketship today. 🚀",2,16,16,0,0,0,0,0,16
331,Are you considering a career in Data Science and Machine Learning? Have you been wondering what the differences are between all the terms that are commonly used?  https://buff.ly/30rU32a  #MoneyBackPromise #DataScience #DataEngineering #DataAnalytics #4IR #ExploreDataScienceAcademy #ArtificialIntelligence #MachineLearning #FutureProof #ProblemSolving,0,20,19,1,0,0,0,0,19
332,Our Chief EXPLORER Shaun Dippnall was interviewed by PUK FM about our Data Science Courses and our MONEY BACK PROMISE! Take a listen 🎧🚀 https://buff.ly/2ML1Jrn  #MoneyBackPromise #DataScience #DataEngineering #DataAnalytics #4IR #ExploreDataScienceAcademy #ArtificialIntelligence #MachineLearning #FutureProof #ProblemSolving,2,813,780,24,1,8,0,0,780
333,The future of artificial intelligence depends on designing computers that can think and explore as resourcefully as babies do.  https://buff.ly/33pljQJ  #MoneyBackPromise #DataScience #DataEngineering #DataAnalytics #4IR #ExploreDataScienceAcademy #ArtificialIntelligence #MachineLearning #FutureProof #ProblemSolving,0,22,22,0,0,0,0,0,22
334,"Whether you are an individual looking to change the world, or a business looking to make an impact; these are a few reasons to join the EXPLORE rocket ship.   #MoneyBackPromise #DataScience #DataEngineering #DataAnalytics #4IR #ExploreDataScienceAcademy #ArtificialIntelligence #MachineLearning #FutureProof #ProblemSolving #SponsoredLearnerships #MakeaDifference",0,37,30,7,0,0,0,0,30
335,https://www.itnewsafrica.com/2019/10/interview-shaun-dippnall-explore-data-science-academy/  #MoneyBackPromise #DataScience #DataEngineering #DataAnalytics #4IR #ExploreDataScienceAcademy #ArtificialIntelligence #MachineLearning #FutureProof #ProblemSolving,0,19,15,4,0,0,0,0,15
336,Have some fun with AI - Ask Story AI to complete your ideas and tell us what he said in the comments below.   #ArtificialIntelligence #MoneyBackPromise #DataScience #AI #DataEngineering #DataAnalytics #4IR #ExploreDataScienceAcademy  #MachineLearning #FutureProof #ProblemSolving  https://storyai.botsociety.io/,1,14,14,0,0,0,0,0,14
337,Data Science and it's possibilities in a nutshell.   #futureproofyourself #datascience #machinelearning #4IR #exploredatascienceacademy,1,67,53,12,0,2,0,0,53
338,EXPLORE Data Science Academy will give you your money back if you don't find work after graduation.  #MoneyBackPromise #DataScience #DataEngineering #DataAnalytics #4IR #ExploreDataScienceAcademy #ArtificialIntelligence #MachineLearning #FutureProof #ProblemSolving,2,19,17,2,0,0,0,0,17
340,"If you missed the EXPLORE Data Science segment on SABC Network on Sunday, here is the clip (10:53 / 24:20 min)  #MoneyBackPromise #DataScience #DataEngineering #DataAnalytics #4IR #ExploreDataScienceAcademy #ArtificialIntelligence #MachineLearning #FutureProof #ProblemSolving",0,19,17,2,0,0,0,0,17
341,Our Money Back Promise is completely unique in the market!   #MoneyBackPromise #DataScience #DataEngineering #DataAnalytics #4IR #ExploreDataScienceAcademy #ArtificialIntelligence #MachineLearning #FutureProof #ProblemSolving,0,27,24,3,0,0,0,0,24
