our_competitors,Date_Posted,Media_Type,Post_Caption,Likes_Counts,Comments_Counts,Shared_Counts,total_followers
Udacity,2022-04-18 18:32:40.769565,Article,The Amazon Web Services (AWS) #AI & #ML Scholarship helps underrepresented and underserved high school and college students learn foundational #machinelearning concepts and prepare them for a career in #artificialintelligence and machine learning. Taking applications now! https://bit.ly/36fgb8X,168,11,24,"340,901"
Udacity,2022-03-25 18:32:40.769565,Image,"Do you want to build #programming and #webdevelopment skills FOR FREE, so you can get a well-paying job? We are partnering with #Citi to provide scholarships at no cost. Apply now: https://bit.ly/3qZ3sOZ",47,7,24,"340,901"
Udacity,2022-04-18 18:32:40.769565,Article,We are a proud recipient of the 2022 Excellence in Customer Service Award from #BigAwards! This award is a testament to our passion for the success of our students and customers. #studentsfirsthttps://bit.ly/3KZYYQ5,48,0,0,"340,901"
Udacity,2022-04-18 18:32:40.769565,Article,"Employment of data scientists is up 244% from 2019, meaning it more than tripled. Here's how much money data scientists make in each state in 2022: https://bit.ly/3LZ5TJ9",23,2,0,"340,901"
Udacity,2022-04-04 18:32:40.769565,"Other: Poll, Shared Post, etc","We are offering 2,000 fully funded scholarships to train and propel members of the African American community without a four-year degree into careers in tech. This is a great opportunity! Apply here: https://bit.ly/30SkWmbOneTen The Blacks In Technology Foundation",101,4,18,"340,901"
Udacity,2022-02-25 18:32:40.769565,Image,"At LEAPandInnovate, Udacity just signed an MoU with the Saudi Digital Academy to contribute to the evolution of core elements of the #digitaleconomy & transformation ecosystem in #KSA and build the Saudi talent of the future. Looking forward!",42,0,0,"340,901"
Udacity,2021-12-25 18:32:40.769565,"Other: Poll, Shared Post, etc",Check out Telenor's ROI from investing in employee learning with Udacity:- Over $9M in savings attributed to the boost in workflow efficiency- 700+ #upskilled employees with specialized data science skills- 40% boost in efficiency of existing #machinelearning projectshttps://lnkd.in/gC-KdSnF,69,2,1 ,"340,901"
Udacity,2022-04-11 18:32:40.769565,Article,40% of employees who don’t receive adequate training for their jobs leave within a year. 94% of employees will stay longer at their job if the employer invests in their training and development. Here's how to measure the L&D program at your company: https://bit.ly/3DTGe1J,28,0,0,"340,901"
Udacity,2022-02-25 18:32:40.769565,Multiple Images,"Developing the skills of employees is a key priority for enterprises to keep up with digital transformation. 74% of employers say they have a responsibility to invest in their employees’ future and 70% of employees value building skills that can be used on the job and for critical projects right away. Join our upcoming webinar with Telenor, and explore what it takes to build and scale a corporate-wide talent transformation strategy. https://bit.ly/3uyGd0y",27,1,4 ,"340,901"
Udacity,2022-02-25 18:32:40.769565,Multiple Images,"That feeling when hard work pays off 💪. Udacity has been named a leader in the IDC #MarketspaceITTrainingAssessment. It's no secret that given the global digital talent shortage, the survival of enterprises depends on radical talent transformation. The question is: When selecting a partner in digital talent transformation, will you choose a follower or a leader? https://bit.ly/3I11OTk",130,1,16,"340,901"
Udacity,2022-03-25 18:32:40.769565,Image,"“We're preparing our young population to compete in the global market. This program will ensure that graduates improve their livelihoods and, in turn, benefit the economy and transform Egypt into a tech hub.”- Egypt's Minister of Comms and IThttps://bit.ly/3D7BIfQ",77,0,0,"340,901"
Udacity,2022-03-25 18:32:40.769565,Image,"2021 Results. The implications of the global digital revolution will be widespread. The rise of machine learning and automation will eliminate 85 million jobs by 2025.But there is also good news: The World Economic Forum predicts that 97 million new jobs will be created in this same period—a net gain of 12 million jobs. Your nation can take advantage of this opportunity to become a leader in the region, and perhaps the world. Learn more: https://bit.ly/3D7BIfQ",30,2,2 ,"340,901"
Udacity,2022-03-25 18:32:40.769565,"Other: Poll, Shared Post, etc",Happy #InternationalWomensDay! Udacity firmly believes in gender equality and we are grateful to be in a position to empower women in #STEM fields. Listen to Tulin Green and Taruna Naidoo from PwC discuss some of the hurdles women face in business and tech.,97,2,5 ,"340,901"
Udacity,2022-03-25 18:32:40.769565,Article,"Investing in a stellar #LandD strategy is a no brainer for any business. Unfortunately, it can be a little intimidating to introduce a whole new program when one doesn’t exist already. Consider the following 5 tips: https://bit.ly/3iDoq16",9,0,0,"340,901"
Udacity,2022-03-25 18:32:40.769565,Image,We're teaming up with Microsoft to offer scholarships to underrepresented groups in tech and help them begin their careers in the industry. Apply today: https://bit.ly/3ibjiRB,90,2,12,"340,901"
Udacity,2021-12-25 18:32:40.769565,"Other: Poll, Shared Post, etc","If you’re African American w/o a 4 year degree, you can get a FREE fully-funded scholarship by @Udacity & @OneTen. Learn more: https://bit.ly/30SkWmb",86,4,25,"340,901"
Udacity,2022-03-25 18:32:40.769565,Image,"Do you want to build #programming and #webdevelopment skills FOR FREE, so you can get a well-paying job? We are partnering with Citi to provide scholarships at no cost to selected program participants. Apply now: https://bit.ly/3qZ3sOZ",47,4,13,"340,901"
Udacity,2022-02-25 18:32:40.769565,"Other: Poll, Shared Post, etc","As more companies use #MachineLearning, teams confront the challenges of deploying a live service model. Join us for a conversation with Paul Wyatt, Senior Machine Learning Engineer at Virta Health, whose mission is to reverse diabetes in patients: https://apple.co/3sKlvsd",36,1,2 ,"340,901"
Udacity,2021-10-25 18:32:40.769565,"Other: Poll, Shared Post, etc","“You won’t see digital fluency have an oversized impact across your organization until you can do it at scale.""Check out the full interview with Udacity's Area Vice President, Public Sector, Michael Ramsey: https://lnkd.in/g9v7bpv7",26,2,0,"340,901"
Udacity,2022-04-04 18:32:40.769565,Article,"Potential solutions to the global shortage of talent in tech? Recruitment, retention, corporate culture… its covered here by Gilles Bertaux: https://bit.ly/36OAHxp",16,0,0,"340,901"
Udacity,2022-03-25 18:32:40.769565,Article,3 Ways To #Breakthebias In The Workplace:1. Awareness Makes The Difference2. Unconscious Bias And The Bottom Line3. Breaking the Bias for Future SuccessLearn more: https://bit.ly/3LeQKmO,25,0,0,"340,901"
Udacity,2022-01-25 18:32:40.769565,"Other: Poll, Shared Post, etc","People, not technology, are at the heart of successful digital transformation. If talent development, as opposed to to talent acquisition, is not the primary focus of digital transformation for enterprises, they are risking a failed attempt, which could be detrimental.",108,2,9 ,"340,901"
Udacity,2022-03-25 18:32:40.769565,Article,"80% of enterprise companies think their L&D programs are successful, while only 55% of employees agree. Evaluate the efficacy of your L&D programs by asking employees these 5 questions: https://bit.ly/3uqDZPj",26,0,0,"340,901"
Udacity,2022-01-25 18:32:40.769565,"Other: Poll, Shared Post, etc","When it comes to unleashing the power of #AI in your organization, the first place to look is the intersection between the untapped potential of your data and the questions about it that need answering. Learn more in @udacity's #AheadOfNextPodcasthttps://apple.co/3eSeRcQ",16,1,0,"340,901"
Udacity,2021-08-25 18:32:40.769565,"Other: Poll, Shared Post, etc",Learn how to download payment receipts with this quick video tutorial from our support community!https://bit.ly/3ymK0w1,9,0,0,"340,901"
Udacity,2022-03-25 18:32:40.769565,Article,How to Start a Digital Marketing Career in 3 Steps:1. Choose the right digital marketing profession2. Take an online digital marketing course that focuses on the field that most interests you. 3. Seek out a digital marketing internshipLearn more: https://bit.ly/3N5J489,19,0,0,"340,901"
Udacity,2022-03-25 18:32:40.769565,Article,3 Benefits of Learning #DataAnalytics:1. Data Analysis Provides Helps You Understand Your Customer 2. Data Analysis for Marketing3. Data Analysis for Personal DevelopmentLearn more: https://bit.ly/3JwqMKP,50,1,3 ,"340,901"
Udacity,2021-12-25 18:32:40.769565,"Other: Poll, Shared Post, etc","""If you were hiring for your job today, would you hire yourself?""An enlightening question within the context of talent transformation that we must consider as we determine the most efficient ways to progress at the enterprise level. Listen here: https://apple.co/3mDPXlk",46,1,5 ,"340,901"
Udacity,2021-12-25 18:32:40.769565,"Other: Poll, Shared Post, etc","Okta COO and co-founder Frederic Kerrest and Udacity CEO Gabriel Dalporto discuss #cybersecurity and why the concept of ""zero trust security"" is necessary for enterprises to maintain adequate cybersecurity moving forward. Watch the whole webinar here: https://bit.ly/3sprXpX",38,0,0,"340,901"
Udacity,2021-12-25 18:32:40.769565,"Other: Poll, Shared Post, etc","Digital transformation is not about tech, its about talent. The technology we have available is amazing but there is a global shortage of qualified people to fill the talent demand. Thus, the key to success lies in enterprise's ability to train and skill their workforces.",81,1,6 ,"340,901"
Udacity,2021-12-25 18:32:40.769565,"Other: Poll, Shared Post, etc",“This Udacity #Nanodegree allowed me to understand what #datascience is. It broke it down in such a way that allowed me to start coding on my own.”Data Scientist André Lamont on how his #Udacity experience allowed him to accomplish his dream job. #missionmondays,67,0,0,"340,901"
Udacity,2021-12-25 18:32:40.769565,"Other: Poll, Shared Post, etc",The Site Reliability Engineer (SRE) Nanodegree program will focus on both designing systems to automate response to issues with software sites as well as how to respond to common on-call situations. Learn more: https://bit.ly/3e0g7dd,35,0,0,"340,901"
Udacity,2021-12-25 18:32:40.769565,"Other: Poll, Shared Post, etc","Retail is an industry that embraced #machinelearning's potential to deliver faster, better, more personalized customer experiences. In our conversation with Cristobal Garib, we explore lessons businesses can learn from online retailers like Amazon. https://apple.co/3e94mRL",31,0,0,"340,901"
Udacity,2021-12-25 18:32:40.769565,"Other: Poll, Shared Post, etc",The Site Reliability Engineer (SRE) Nanodegree program will focus on both designing systems to automate response to issues with software sites as well as how to respond to common on-call situations. Learn more: https://bit.ly/3e0g7dd,53,5,2 ,"340,901"
Udacity,2022-03-25 18:32:40.769565,Image,We're teaming up with Standard Chartered Bank to offer 100 scholarships to STEM students and tech professionals from Bangalore and Chennai. Apply now: https://bit.ly/3HOoMw9,113,9,11,"340,901"
Udacity,2022-03-25 18:32:40.769565,Article,1. Provide Training For Your Employees2. Coaching and Mentoring is Another Option 3. Offer on the Job Learning Learn more: https://bit.ly/3tZtbHk,64,1,2 ,"340,901"
Udacity,2021-12-25 18:32:40.769565,"Other: Poll, Shared Post, etc","As 2021 comes to a close, we are looking back on strategies that will remain relevant in 2022. Here are 5 #upskilling and talent transformation strategies for enterprises as they navigate the challenges of talent engagement and retainment.",28,0,0,"340,901"
Udacity,2021-12-25 18:32:40.769565,"Other: Poll, Shared Post, etc",Effective learning has evolved to adopt a students-first model. It does this by matching the learning styles and needs of students in their specific work environments at their natural pace. #studentsfirst,43,0,0,"340,901"
Udacity,2022-03-25 18:32:40.769565,Image,We're teaming up with the #Vodacom Lesotho Foundation to offer 50 scholarships to learners in #Lesotho to break into the tech industry and build sustainable careers. Apply now: https://bit.ly/3Ja5ClS,97,11,29,"340,901"
Udacity,2021-12-25 18:32:40.769565,"Other: Poll, Shared Post, etc","After losing his job to the COVID-19 pandemic, Chiazam Ochiegbu completed a Nanodegree and became a #DataAnalyst. He says that data makes him ""feel like Superman"" and that he is extremely proud of himself. Stories like this are why we do what we do! #missionmondays",93,6,3 ,"340,901"
Udacity,2022-03-25 18:32:40.769565,Image,"Today we celebrate Udacity's Chief Customer Officer, Jennifer Dearman, for the well-deserved achievement of making Netomi's top 25 list of innovative CX leaders. Jennifer embodies our ""students first"" core value every day. Check out the entire list: https://bit.ly/36HarED",144,17,1 ,"340,901"
Udacity,2021-11-25 18:32:40.769565,"Other: Poll, Shared Post, etc","To better understand the concepts from her #DataAnalytics Nanodegree program, Pilar Vasquez applied them to her own projects in addition to what she was learning in class. A great tactic for those looking to go the extra mile and build their resume faster! #missionmondays",29,1,0,"340,901"
Udacity,2022-03-25 18:32:40.769565,Image,"This deep dive into the current state of the global workforce sheds light on how organizations are being forced to evolve in an increasingly tech-dependent economy. We surveyed 2,000+ managers and 4,000+ employees across the U.S., U.K., France, and Germany. In the report, we share the urgency of talent transformation initiatives in today’s challenging business environment, where eliminating digital talent gaps is critical to business survival: https://bit.ly/33U7EHf",19,1,0,"340,901"
Udacity,2022-03-25 18:32:40.769565,Article,1. Stay In Tune With Employee Wants and Needs2. Initiate Career Trajectory Check-Ins3. Encourage a Culture of Learning4. Develop a Mentorship Program5. Provide Free On-the-Job traininghttps://bit.ly/3HZa8SL,20,0,0,"340,901"
Udacity,2021-11-25 18:32:40.769565,"Other: Poll, Shared Post, etc","""This Udacity Nanodegree allowed me to understand what #datascience is. It broke it down in such a way that allowed me to start coding on my own.""Data Scientist André Lamont on how his #Udacity experience allowed him to accomplish his dream job. #missionmondays",90,3,3 ,"340,901"
Udacity,2022-03-25 18:32:40.769565,Image,Investing in developing your own talent so they possess digital skills necessary to allow you to compete in today's digitally transformed world is the only way enterprises can ensure continued success. Learn more: https://bit.ly/33U7EHf,25,0,0,"340,901"
Udacity,2022-03-25 18:32:40.769565,Article,Developing the skills of employees is a key priority for enterprises to keep up with digital transformation. 74% of employers say they have a responsibility to invest in their employees’ future and 70% of employees value building skills that can be used on the job and for critical projects right away. Check out our webinar with Telenor and explore what it takes to build and scale a corporate-wide talent transformation strategy: https://bit.ly/3CUZTxY,26,0,0,"340,901"
Udacity,2022-03-25 18:32:40.769565,Image,"Our very own Brian Finnerty recently joined Mike Pastore on the B2B Nation Podcast to share what the essential skills are for today's B2B marketers. Tune in to hear his insight on the most ""underrated"" marketing skill. #B2BNation #B2B #Marketing #Podcast #community #advice #tech #leadership #growth #storytelling #market #journey Listen today! Available everywhere you get your podcasts. https://bit.ly/3BMZw83TechnologyAdvice Demand Gen Insights",21,0,0,"340,901"
Udacity,2022-03-25 18:32:40.769565,Image,Partner with a recognized Leader in the IDC MarketScape that can give your business the ROI and edge it needs to stay ahead in the critical race toward digital transformation.https://bit.ly/3I11OTk,34,0,0,"340,901"
Udacity,2022-03-25 18:32:40.769565,Article,"Today’s talent drought is real, and innovation is at risk. Check-a-box L&D programs aren’t cutting it when it comes to overcoming the workforce shortages and hiring challenges that negatively affect your bottom line: https://bit.ly/3I11OTk",20,1,2 ,"340,901"
Udacity,2022-03-25 18:32:40.769565,Article,The #GreatResignation is causing a sharp increase in people empowering themselves by pursuing online degrees to develop new skills and qualifications. Learn more: https://on.ft.com/3IcCJ75,25,0,0,"340,901"
Udacity,2022-03-25 18:32:40.769565,Image,Why was Udacity named a Leader in the IDC MarketScape Report? Find out why along with best practices for buyers seeking the best solution to execute on critical digital talent transformation. https://bit.ly/3I11OTk,16,0,0,"340,901"
Udacity,2021-11-25 18:32:40.769565,"Other: Poll, Shared Post, etc","Since being incarcerated, rapper Divine has empowered himself and others by completing a Udacity Nanodegree in Digital Marketing and founding #Blak, his first startup focused on empowering the underprivileged to build wealth through technology and education. #missionmondays",69,1,5 ,"340,901"
Udacity,2022-03-25 18:32:40.769565,Article,"The scramble to find digital talent and other specialized tech workers is hitting enterprises especially hard, according to a new report. Talent transformation can solve the global digital talent shortage. Don't miss this article: https://bit.ly/3MdxFT2",18,0,0,"340,901"
Udacity,2022-03-25 18:32:40.769565,Article,"As we wrap up #BlackHistoryMonth, we would like to highlight remarkable trailblazers who have partnered with Udacity to achieve radical digital transformation of lives, businesses, and nations. Be inspired: https://bit.ly/3K08Vfh",22,2,3 ,"340,901"
Udacity,2022-03-25 18:32:40.769565,Article,94% of employees say they would stay at a company longer if it invested in helping them learn. Here are 3 ways you can accomplish effective employee learning and development:https://bit.ly/3CbJDrS,22,0,0,"340,901"
Udacity,2021-11-25 18:32:40.769565,"Other: Poll, Shared Post, etc","We’ve been busy making your #Nanodegree Program experience more seamless and smooth, which is why we’re excited to announce that Udacity Support now has a community!Click the link for real-time support, best practices, tips, tricks, and insights to help you throughout your #Nanodegree program. If you have a question — simply tag us and reply on a thread. We’ll be available to answer all of your questions and give you the kind of support you deserve as students of Udacity! https://bit.ly/31d51ip",81,0,0,"340,901"
Udacity,2021-11-25 18:32:40.769565,"Other: Poll, Shared Post, etc","""Knowing that it's for you."" #LaurenKnausenberger, CIO of the @usairforce, on an important key to not just opening doors of opportunity for people, but to getting them to actually walk through.#STEMForwardWithWomen Virtual Conference - 11/30. Sign up: https://bit.ly/3D1egjf",29,0,0,"340,901"
Udacity,2021-11-25 18:32:40.769565,"Other: Poll, Shared Post, etc","""Consistency is key."" Watch Chris Vasquez's story about how he used Udacity Nanodegree programs to show his manager he was worth more and level up his career. #missionmondays",88,2,1 ,"340,901"
Udacity,2022-03-25 18:32:40.769565,Article,What is Upskilling? #Upskilling is a process by which individuals enhance their skills and make themselves more employable. Individuals need to #upskill to stay competitive in today’s labor market: https://bit.ly/3KQYHy8,70,0,0,"340,901"
Udacity,2022-03-25 18:32:40.769565,Article,"With 1.7 open positions for each of the 6.5 million active job seekers who were counted as unemployed in January of 2022, there are more job openings in the U.S. than ever before. In other words, there are not nearly enough qualified tech workers to fill current and future talent demands. It's time to consider internal digital talent transformation as an alternative to hiring: https://on.wsj.com/364yi0O",19,0,0,"340,901"
Udacity,2021-11-25 18:32:40.769565,"Other: Poll, Shared Post, etc","""There are tons of learning opportunities. Just grab the nearest opportunity and dive in.""#ShifatNazmee, a pricing manager at a telecom company in #Bangladesh, on the importance of continuous learning for #womeninSTEM. #missionmondays",28,1,0,"340,901"
Udacity,2022-02-25 18:32:40.769565,Article,"It’s important to understand the consequences for businesses that do not invest in learning and development (L&D) for their workers. To do this, Udacity partnered with Ipsos to gather and analyze data about #talenttransformation around the world: https://bit.ly/3LyOFDh",31,1,2 ,"340,901"
Udacity,2021-10-25 18:32:40.769565,"Other: Poll, Shared Post, etc",Sonja Galkin speaks about her role as a #DevOps Manager at @TelenorGroup Sweden and her experiences with @Udacity's #WomeninSTEM scholarship program. Completing the #AI for Business Leaders Nanodegree program allowed her to level up her career. #missionmondays,23,0,0,"340,901"
