our_competitors,Date_Posted,Media_Type,Post_Caption,Likes_Counts,Comments_Counts,Shared_Counts,total_followers
Moringa School,2022-02-25 18:22:36.569714,Image,We are delighted to be partnering with Africa Tech Summit  this year! Come meet us from 23rd - 24th Feb at the Africa Tech Summit Nairobi to learn how you can hire tech talent from us and develop custom training solutions to upskill your workforce. Get in touch with our Business Development team via email outcomes@moringaschool.com or call +254-700-297-213 for more details.See you there!https://lnkd.in/dHJZ3a4F#moringaschool #discover #grow #transform,"99

                Chris Achinga and 98 others",0,0,"21,464"
Moringa School,2022-02-25 18:22:36.569714,Article,The rapid growth of the tech sector across Africa provided Moringa School with an opportunity to re-think our overall strategy to ensure we continue to make significant contributions to the development of human capital in Africa’s tech ecosystem. Find out more ->> https://bit.ly/33dehnO,"242

                Chris Achinga and 241 others",2,1 ,"21,464"
Moringa School,2022-02-25 18:22:36.569714,Image,We are Hiring! Remote/Full-time/Part-time/Contract based opportunities available.Visit https://lnkd.in/dwen_5qY for more details.#ikokazike #jobsinKenya #hiring #recruitment #jobsalert #jobsinAfrica,"185

                kelvin Ndemo and 184 others",7,20,"21,464"
Moringa School,2021-08-25 18:22:36.569714,Image,Looking forward to the lightning conversations. If interested in attending the summit visit https://lnkd.in/gRch3tfU to register.,7,0,0,"21,464"
Moringa School,2021-08-25 18:22:36.569714,Multiple Images,Congratulations to the newest graduates from Moringa School,52,8,0,"21,464"
Moringa School,2021-08-25 18:22:36.569714,Multiple Images,""" A life is not important except in the impact it has on other lives"" - Jackie RobinsonAudrey Cheng and the Moringa school team are glad to have been part of your journey and growth Dennis M. Mwebia #impact #techinnovation #techforgood #innovation",1,1,0,"21,464"
Moringa School,2022-02-25 18:22:36.569714,Article,We are #hiring! Are you a passionate trainer with exceptional skills in the delivery of content and facilitation? We have an opportunity for you to join our team and contribute impactfully towards our students' employability outcomes. Apply here --> https://lnkd.in/g7GRm84c,"66

                Chris Achinga and 65 others",6,2 ,"21,464"
Moringa School,2021-09-25 18:22:36.569714,"Other: Poll, Shared Post, etc",Congratulations Koome Rhonajoy,8,1,0,"21,464"
Moringa School,2021-08-25 18:22:36.569714,Article,Moringa School is hiring!#ikokazike #jobadvert #jobalert,10,0,0,"21,464"
Moringa School,2021-09-25 18:22:36.569714,Article,#jobadvert #jobalert #ikokazike,19,0,0,"21,464"
Moringa School,2022-04-25 17:52:36.569714,"Other: Poll, Shared Post, etc",Position yourself in the competitive job market by acquiring in-demand tech & professional skills just like Mercy Nzau who is currently working as a Software developer.August intake ongoing for Software development prep program.Apply to join https://bit.ly/3yn932t#softwaredevelopment #python #edtech #webdevelopment #mobiledev #devlife,56,3,0,"21,464"
Moringa School,2022-01-25 18:22:36.569714,Article,"Welcome on board Snehar Shah CFA , New CEO - Moringa School. On January 3rd, 2022, Snehar Shah CFA succeeded Audrey Cheng as the  CEO for Moringa School. He brings a vast experience of 25 years from multiple industries and leadership roles that will be valuable as we enter the next stage of growth.In addition, we are glad to announce the very first content partnership in Africa with Leading Global Bootcamp - Flatiron School. Read more:- https://bit.ly/3nDn9tG#moringaschool #discover #grow #transform","326

                Chris Achinga and 325 others",19,8 ,"21,464"
Moringa School,2021-09-25 18:22:36.569714,"Other: Poll, Shared Post, etc",All the best in the coming weeks Marcos Ochieng,17,0,0,"21,464"
Moringa School,2022-02-25 18:22:36.569714,Image,"New partnership alert! Moringa School has partnered with Impact Hub Accra to bring a world-class curriculum to West Africa. We will be offering a 20-week Software Development program where candidates will graduate in just 20 Weeks as Junior Full-Stack Web Developers and gain access to a large network of hiring partners. Interested candidates are encouraged to apply by February 28th, 2022. Apply here:- https://bit.ly/3spq3Un #moringaschool #africa #softwaredevelopment #hiring #network","86

                Macharia Ngatia and 85 others",1,3 ,"21,464"
Moringa School,2021-08-25 18:22:36.569714,Multiple Images,We have the best community here at Moringa school. Thank you for sharing such a moving speech Jack! Congratulations to you and all the graduates on achieving this milestone. #kudos,38,10,0,"21,464"
Moringa School,2022-04-25 17:52:36.569714,Image,Congratulations to all the graduates of the MC 39/40 Software development cohorts and DSC8 Data science cohort!!!,52,5,0,"21,464"
Moringa School,2022-04-25 17:52:36.569714,"Other: Poll, Shared Post, etc","We prepare you for the job market through our course offering and link you to key industry players that seek to hire junior to mid-level tech talent.Since 2018 we have recorded an 85% job-placement rate with all our graduates seeking employment. Though we do not guarantee jobs we continue to invest in our alumni through a 6-month Graduate Support program that provides all job-seeking alumni with a platform to engage with potential employer partners, career coaching, technical interviews & networking opportunities.#moringaschool",59,0,0,"21,464"
Moringa School,2022-02-25 18:22:36.569714,Image,Our Mission: Building talent and opportunities through transformative tech-based learning experiences.#TechIsTheFuture,"24

                Eric King'oo and 23 others",0,0,"21,464"
Moringa School,2022-02-25 18:22:36.569714,Image,Tick... Tock...Something New - can you guess what it is?#TechIsTheFuture,"173

                👱 Eric Karugu and 172 others",14,1 ,"21,464"
Moringa School,2022-02-25 18:22:36.569714,Image,"You still have a chance to submit your details. Application Deadline Extended to Friday, Feb 4th | 5.00 pm E.A.TSuccessful candidates will be selected based on financial need and academic merit. Apply here: bit.ly/MS_ACCESS_2022 #moringaschool #discover #grow #transform","91

                Chris Achinga and 90 others",14,9 ,"21,464"
Moringa School,2022-01-25 18:22:36.569714,Article,"Are you looking for a career and not just another job. Good pay, growth opportunities & autonomy? Sounds like something tech can offer! Check out this blog post to see which tech career is the right pick for you.https://lnkd.in/d5H3cTXS#moringaschool #discover #grow #transform",39,0,0,"21,464"
Moringa School,2022-02-25 18:22:36.569714,Image,"While Africa strives to move digitally forward, internet shutdowns and censorship continue to impede technological development. Thought leaders Setriakor Nyomi Director of Tech, Moringa School and Lawrence Muthoga Microsoft Azure Developer Audience Lead, Microsoft will explore the threat this poses to technological advancement and much more. Tune in tomorrow for this discussion at 7.30 pm on Twitter Spaces co-hosted by Pulse Kenya #TechIsTheFuture #moringaschool","35

                Macharia Ngatia and 34 others",0,0,"21,464"
Moringa School,2021-07-25 18:22:36.569714,"Other: Poll, Shared Post, etc",#callforproposals Moringa School is accepting proposals from organizations with demonstrated experience in conducting compensation and benefits benchmarking surveys. Previous experience with the startup and EdTech sector is highly advantageous. Interested companies can reach us on hr@moringaschool.com.,9,0,0,"21,464"
Moringa School,2022-02-25 18:22:36.569714,Image,"Impact Hub Accra  was born from the idea of creating a home for Ghana’s talented entrepreneurs to develop solutions that solve unique African problems. Over the years, the company has evolved into a catalyst that fosters social innovation and provides a blueprint for ecosystem growth and sustainable innovation at scale. We are excited about the partnership that will see students from Ghana join our programs.Read more ->> https://bit.ly/33dehnO","51

                Chris Achinga and 50 others",1,2 ,"21,464"
Moringa School,2022-02-25 18:22:36.569714,Image,A world where anyone can create their future.Nurturing Africa's Tech Talent.Visit our new website  https://moringaschool.com/ #TechIsTheFuture #newmoringa,"149

                Chris Achinga and 148 others",1,4 ,"21,464"
Moringa School,2022-01-25 18:22:36.569714,Image,Moringa School in partnership with Mastercard Foundation is offering scholarships to study Software Development starting in April. Eligibility requirements:-1. Must be a Kenyan citizen2. Must be a youth (age 18 -35)3. Must provide proof of financial need i.e Mpesa/Bank statements 4. Must be a high school graduate with proof of KCSE certificate. 5. Demonstrate a passion for tech.6. Must be fluent in both written and verbal English.7. Must be able to commit to the program full-time for 6 months.8. Must be able to get accommodation in Nairobi for 6 months.9. Applicants must not be currently enrolled in a university/college.Successful candidates will be selected based on financial need and academic merit.Apply here: bit.ly/MS_ACCESS_2022 Application Deadline: Feb 1st | 5.00 pm E.A.T#moringaschool #discover #grow #transform,"314

                Chris Achinga and 313 others",41,69,"21,464"
Moringa School,2022-02-25 18:22:36.569714,Image,The Moringa Community has grown to levels we could only imagine. #TechIsTheFuture,45,0,0,"21,464"
Moringa School,2022-02-25 18:22:36.569714,Image,From potential to possibility. #TechIsTheFuture,14,0,0,"21,464"
Moringa School,2022-04-25 17:52:36.569714,Article,Moringa School is hiring #ikokazike,24,2,0,"21,464"
Moringa School,2022-01-25 18:22:36.569714,Image,"How can Africa keep up with the ever-changing nature of technology? Join us this Friday at 11:30 a.m as we deep dive into this topic with panelists:-1. Ed Magema - Fintech consultant & Co-founder of Univus2. Peter Mũya H an award-winning ICT consultant. & Co-founder, Pekeza CapitalMoringa School FB LiveDon’t miss out.#moringaschool #discover #grow #transform",48,1,3 ,"21,464"
Moringa School,2021-10-25 18:22:36.569714,Article,"Moringa School in partnership with Zindi invites you to join us for the second edition of our Data Science Webinar Series.A candid conversation with amazing data scientists on their success stories, tips, and nuggets on how to leverage tech communities to navigate and grow your career in Data Science.Panelists:1. Zakia Mustafa - Data Scientist at UTU technologies {KENYA}2. Sam Masikini - Ambassador at Zindi {MALAWI}3. sokhar samb - Researcher at African Master of Machine Intelligence & Founder of Women Promoting Science to the Younger Generation {SENEGAL}4. Melisa Michuki - Data Scientist & Co-lead Sam MasikiniNairobi Chapter {KENYA}Moderated by:1. Lydia Gathoni - Data Scientist | Moringa School AlumniDon't miss out - RSVP to attend https://lnkd.in/d2ijWqd2",35,1,7 ,"21,464"
Moringa School,2021-10-25 18:22:36.569714,Article,"#jobalert #ikokazike #jobadvert Moringa School is actively recruiting for Data science technical mentors. Do you have:- - A Degree in Computer Science, Mathematics, Engineering, Statistics or related course. - 6 months to 1-year working experience as a Data Science professional.- Working knowledge of Computer Science fundamentals. - Working knowledge of Python (non-negotiable), R (desirable).- Experience teaching, working in education, or programme management (desirable). - The ability to work with and mentor large, diverse groups of people. If yes, kindly visit https://bit.ly/3jCGqIp to apply for this job.",46,6,3 ,"21,464"
Moringa School,2021-10-25 18:22:36.569714,Article,Great insights shared in this article: https://lnkd.in/dCAFHjZn,5,0,0,"21,464"
