our_competitors,Date_Posted,Media_Type,Post_Caption,Likes_Counts,Comments_Counts,Shared_Counts,total_followers
Simplilearn,2022-04-18 18:14:29.784992,"Other: Poll, Shared Post, etc","Personal branding is all about creating an impression, building trust, and communicating who you are as a brand and what you stand for. It's what separates you from your competitor.To share her insights into How to Build a Personal Brand, Seema Sahay : Career Security Coach and Author, joins us on 19th April for a career masterclass.Register for the masterclass for FREE - bit.ly/3OjBE1p",12,0,0,"330,866"
Simplilearn,2022-03-25 18:14:29.784992,"Other: Poll, Shared Post, etc","Times change. Perspectives change. What remains constant is the sense of joy when we see colors. Wishing you a colorful, #HappyHoli",168,1,4 ,"330,866"
Simplilearn,2022-04-04 18:14:29.784992,Image,Let’s take on this new week of a new month with double the #MondayMotivation ! Let’s go! 💪,43,0,0,"330,866"
Simplilearn,2022-04-04 18:14:29.784992,Image,"Trust is the foundation and the base of every relationship.And we’re glad to have built that trust with our learners.Pratik, a big thank you for choosing us. We’re proud of your accomplishments and wish you more success in your future endeavors.#OnwardsAndUpwards from here, always!",62,1,0,"330,866"
Simplilearn,2022-03-25 18:14:29.784992,Image,"The one who learns never gives up!We’re proud of our learners like Rameshkumar, who’re curious, continue to upgrade their skills and knowledge.Thank you for choosing us as your learning partner. #OnwardsAndUpwards",80,0,0,"330,866"
Simplilearn,2022-04-11 18:14:29.784992,"Other: Poll, Shared Post, etc","It was just that one key decision: the decision to upskill that opened the door to opportunities for Harshad. Signing up for a well-structured course with expert instructors and mentors, combined with your passion for learning and excelling, can be a terrific combination, defining growth. Keep learning. Keep Moving forward.#SimplilearnLearnerStories",31,2,0,"330,866"
Simplilearn,2022-03-25 18:14:29.784992,"Other: Poll, Shared Post, etc",Welcome To Caltech CTME - Simplilearn Online Convocation | PGP 2022Powered by Restream https://restream.io/,97,16,6 ,"330,866"
Simplilearn,2022-03-25 18:14:29.784992,"Other: Poll, Shared Post, etc","There's nothing better than our learners sharing their experiences and learning journeys. Thank you, learners, for letting us in into your experiences! Here's to the trainers, the faculty, and the entire team behind facilitating the smooth and seamless execution of the programs.It's a win for all of us!#Purdue #Simplilearn #Convocation #PGP2022",59,20,0,"330,866"
Simplilearn,2022-02-25 18:14:29.784992,"Other: Poll, Shared Post, etc","An opportunity you don’t want to miss!We are looking for qualified Instructors and Experts to join our team. If you are interested or know someone who might be, then this is just the chance you want to make the most of. Write to us at: teach@simplilearn.com to apply or for more information. #hiring #jobs #trainer #teaching #career #instructors #onlinelearning #hiringpost #jobupdates #opportunityMohammed Khasim",108,14,6 ,"330,866"
Simplilearn,2022-02-25 18:14:29.784992,"Other: Poll, Shared Post, etc","This year, India saw a big boost as far as the budget allocation was concerned. It was futuristic and growth-oriented, focusing more on new-age learning, upskilling, expanding access to education, among other significant stepsHere’s a quick snapshot of a few top highlights from the #UnionBudget2022.#budget #budget2022 #EducationBudget #budgethighlights #budgetnews",48,1,1 ,"330,866"
Simplilearn,2022-04-04 18:14:29.784992,Image,"We're thrilled to kick off Day 1 of ASU+GSV Summit, with the most innovative minds in global EdTech and higher education all in one place! Stop by booth #208 to speak with our team about our award-winning online bootcamps and how we might partner with your organization. #edtech #futureofeducation #asugsvsummit",19,0,0,"330,866"
Simplilearn,2022-02-25 18:14:29.784992,"Other: Poll, Shared Post, etc","It’s not a proud moment just for the learners but also for their families, friends, colleagues and of course, for us.Being a part of a prestigious institution, learning from the best and now finally graduating after months of hard work and dedication, is nothing short of a milestone achieved.And with this, we welcome you to Purdue-SimplilearnOnline Convocation: PGP batch of 2022, with our celebrated Guests of Honour - Sorin Adam Matei and Jillian M. Henry, also joined by Anand Narayanan.The event will be streamed live on our LinkedIn and YouTube channels on 17th Feb. Do join us in cheering for our successful learners.",77,1,0,"330,866"
Simplilearn,2022-02-25 18:14:29.784992,"Other: Poll, Shared Post, etc","Our learners have witnessed salary hikes, career transitions and so much more!You can, too, with Simplilearn Job Guarantee Programs.*Learn from the best and get placed in a top role by investing in yourself, risk-free—a Simplilearn guarantee. Sabko Pataa Hai #JobGuaranteed..*Valid for Simplilearn Job Guarantee Programs only. Terms and Conditions apply.",64,14,0,"330,866"
Simplilearn,2021-12-25 18:14:29.784992,"Other: Poll, Shared Post, etc",Which job roles do you think will witness a surge in 2022?,15,5,0,"330,866"
Simplilearn,2022-03-25 18:14:29.784992,"Other: Poll, Shared Post, etc",Webinar - Why Your Company Needs a Chief Data Officer?Powered by Restream https://restream.io/,65,33,2 ,"330,866"
Simplilearn,2022-01-25 18:14:29.784992,"Other: Poll, Shared Post, etc","Make the most of an opportunity in a domain which is growing at a tremendous pace. The Full Stack Java Developer Program can be a great turning point for your career with world-class learning, a 100% job guarantee, and salary hikes of up to 260%! Register for this program for real learning and real career impact - bit.ly/3IpSBn5Sabko Pataa Hai #JobGuaranteed*....*Valid for Simplilearn Job Guarantee Programs only. Terms and Conditions apply.",42,3,0,"330,866"
Simplilearn,2022-02-25 18:14:29.784992,"Other: Poll, Shared Post, etc",Welcome To Purdue - Simplilearn Online Convocation - PGP Batch of  2022Powered by Restream https://restream.io/,103,33,3 ,"330,866"
Simplilearn,2022-03-25 18:14:29.784992,Image,"…𝒂𝒏𝒅 𝒕𝒉𝒆 𝒘𝒆𝒆𝒌𝒆𝒏𝒅 𝒊𝒔 𝒐𝒗𝒆𝒓 𝒊𝒏 𝒕𝒉𝒆 𝒃𝒍𝒊𝒏𝒌 𝒐𝒇 𝒂𝒏 𝒆𝒚𝒆.Not this one, though!Here’s a list of the things you can do to get the most out of the weekend which starts in a few hours!Also, do checkout out the Free courses - bit.ly/35dVucY",95,0,0,"330,866"
Simplilearn,2022-03-25 18:14:29.784992,"Other: Poll, Shared Post, etc",Webinar - DevOps Masterclass: Using Low-Code/No-Code ToolsPowered by Restream https://restream.io/,108,65,4 ,"330,866"
Simplilearn,2022-03-25 18:14:29.784992,"Other: Poll, Shared Post, etc",Webinar - Mastering the Art of Digital Technology Leadership: Masterclass by Chandan Vijay  #leadership #technology #digital #webinar #linkedinlive,100,10,3 ,"330,866"
Simplilearn,2022-03-25 18:14:29.784992,"Other: Poll, Shared Post, etc",Webinar - Building Microservices in Modern ApplicationsPowered by Restream https://restream.io/,108,83,3 ,"330,866"
Simplilearn,2022-01-25 18:14:29.784992,"Other: Poll, Shared Post, etc","Yes, here’s the big reveal! Now you know why everyone’s been asking Akash for a treat! :)We’re excited to introduce the Simplilearn Job Guarantee Programs. With Salary Hikes of over 260% and job opportunities from over 5500+ Hiring Partners, you can now be assured of a job when you learn with us. Check the link in the comments to explore the programs. Sabko Pataa Hai #JobGuaranteed when you learn with Simplilearn.",208,90,49,"330,866"
Simplilearn,2022-01-25 18:14:29.784992,"Other: Poll, Shared Post, etc","Forget predictions; begin 2022 with a promise to yourself- that you will get a new job. How?Simplilearn Job Guarantee Programs.*Enroll in our unique Job Guarantee Programs and land a job in either Data or Software Development - 100% guaranteed! With world-class training from top practitioners in most in-demand skills, globally-recognized certifications, comprehensive career, and interview guidance, and over 5000+ hiring partners on board, you now get to give your career the kickstart it truly deserves, guaranteed! Check bit.ly/3feQZAa to explore the programs!Sabko Pataa Hai #JobGuaranteed.......*Valid for Simplilearn Job Guarantee Programs only. T&C Apply",148,6,7 ,"330,866"
Simplilearn,2022-01-25 18:14:29.784992,"Other: Poll, Shared Post, etc",We’re constantly hustling towards one major goal—bringing the most in-demand skills training programs to you. And partnering with some of the most reputed companies in the industry has been quite instrumental in this endeavor. Here’s presenting some programs we’ve developed together with our partner companies and top universities. You can explore all the programs at www.simplilearn.comWhich area are you planning to start a learning program in? Tell us in the comments and we can help you with the relevant information.,48,0,0,"330,866"
Simplilearn,2022-03-25 18:14:29.784992,Image,"Simplilearn is thrilled to once again sponsor ASU+GSV in San Diego! Our CEO Krishna Kumar and CPO Anand Narayanan will be joining other EdTech and Higher Education leaders for a week of important discussions and relationship building, all centered around the future of education. Simplilearn will also be hosting an invite-only panel & cocktail reception on Tuesday, April 5th at 4:00pm PDT. The panel will be discussing EdTech and Higher Ed collaboration, so if you will be at ASU+GSV and are interested in attending, please let us know! Space is limited so be sure to message us ASAP.#asugsvsummit #edtech #summit #event",59,1,3 ,"330,866"
Simplilearn,2021-12-25 18:14:29.784992,"Other: Poll, Shared Post, etc","Here's a tip to help you #DiffuseTheBluesIf something takes less than two minutes, do it now.",17,0,0,"330,866"
Simplilearn,2022-03-25 18:14:29.784992,"Other: Poll, Shared Post, etc","The world is constantly changing, technology is constantly evolving. Keeping up with change is an art. And our proud learner Sushant has been acing it at this art. If you’re looking for inspiration, then this is just the right story. Sushant upgraded his current skills and gave a boost to his professional career.  Here's his story. Do watch.",35,0,0,"330,866"
Simplilearn,2022-03-25 18:14:29.784992,Image,"Data is a powerful tool!And this makes the role of a Chief Data Officer even MORE important.Our upcoming webinar with none other than the expert himself - Vijay Rajandram, Founder, Data That Matters LLC will be all about how to build a solid data strategy for your company, and more.Register here for FREE - bit.ly/3qodith",14,0,0,"330,866"
Simplilearn,2021-11-25 18:14:29.784992,"Other: Poll, Shared Post, etc",What is that one skill you think is very underrated?,20,16,1 ,"330,866"
Simplilearn,2021-12-25 18:14:29.784992,"Other: Poll, Shared Post, etc","Whether you are a fresh graduate looking for a cross-cultural experience or a professional seeking to broaden your corporate experience, this one-year global MBA is made for you. Fast-track your management career with a hands-on approach and a truly international orientation. Get both IU, Germany and LSBU on your resume, and join the global alumni network. Get exposure to the German corporate environment, join Master Classes by EY with modern-age specializations in Digital Marketing, Business Analysis, Design Thinking, Digital Transformation, and more! Get more details here: bit.ly/3oV5rmM",30,0,0,"330,866"
Simplilearn,2021-11-25 18:14:29.784992,"Other: Poll, Shared Post, etc","Simplilearn is not only proud to be a part of this winning circle, but also proud to contribute to the world of information security through our online training,” - Krishna Kumar, Founder & CEO, Simplilearn.Read More: bit.ly/3FRzyRH",54,0,0,"330,866"
Simplilearn,2022-02-25 18:14:29.784992,"Other: Poll, Shared Post, etc",Webinar - Top Technical Jobs in 2022 & How to Prepare for ThemPowered by Restream https://restream.io/,93,15,1 ,"330,866"
Simplilearn,2021-12-25 18:14:29.784992,"Other: Poll, Shared Post, etc","We’ve partnered with some of the best universities to make learning more accessible and easier for you. Learn at a fraction of the on-campus fees, without quitting your job and share your skills with top employers! The world’s top universities and our unique Bootcamp learning give you the fastest route to success in your career.",45,0,0,"330,866"
Simplilearn,2022-03-25 18:14:29.784992,"Other: Poll, Shared Post, etc","A pair that seems inseparable: Technology and evolution. The pace of digitization has picked up drastically in the last few years, but 2022 sure has some exciting innovations in store. While innovation is limitless, the actual application of technology may experience a few limitations going forward as we head towards a more mindful approach in governance globally. What’s that one tech trend that you would place your bet on this year?",41,1,0,"330,866"
Simplilearn,2021-11-25 18:14:29.784992,"Other: Poll, Shared Post, etc","If you got a chance to be a mentor, what subject or skill would you love to teach?",32,43,0,"330,866"
Simplilearn,2021-11-25 18:14:29.784992,"Other: Poll, Shared Post, etc","This game-changing bootcamp is just what your career needs because it gets you interview-ready in 6 months. Post your resume to 50 job sites and 5,000 career site partners and get noticed by employers! One to one interview coaching with top industry experts to land a guaranteed job within 180 days of course completion. It cannot get better than this - bit.ly/3IrtiSw",23,2,0,"330,866"
Simplilearn,2021-11-25 18:14:29.784992,"Other: Poll, Shared Post, etc","#ContestAlertLearn top skills for FREE and stand a chance to win an Amazon gift card worth Rs. 10,000.There’s absolutely no reason not to go for it!Break a leg!Get started now - bit.ly/31uz30H",59,16,2 ,"330,866"
Simplilearn,2021-11-25 18:14:29.784992,"Other: Poll, Shared Post, etc","What are the top roles in Digital Marketing? And, what are the average Salaries? Find out some top insights and plan your next move smartly. If you’re already a #DigitalMarketing professional, you can accelerate your career with just the right courses and skills. Check out top courses at www.simplilearn.com.Which area in Digital Marketing are you most interested in?",55,2,3 ,"330,866"
Simplilearn,2021-11-25 18:14:29.784992,"Other: Poll, Shared Post, etc","Disclaimer: It’s a rigorous course with hands-on projects in continuous deployment.And... it's a game-changer for those looking to fast-track their career in the #DevOps field along with learning the best, from the best! 👍",21,0,0,"330,866"
Simplilearn,2022-02-25 18:14:29.784992,"Other: Poll, Shared Post, etc",Webinar - Data Fabrics and How They Will Shape Your DataPowered by Restream https://restream.io/,84,59,1 ,"330,866"
Simplilearn,2021-11-25 18:14:29.784992,"Other: Poll, Shared Post, etc","Here’s a productivity tip from the best - Marie Kondo #KonMari “Once I’m at my desk, I write out my tasks for the day. Everything is included on this list, from folding the laundry to answering emails. When I’m done with a task, I put a checkmark beside it. Seeing the checkmarks at the end of the day offers a sense of accomplishment.” #MondayMotivation",15,0,0,"330,866"
Simplilearn,2022-03-25 18:14:29.784992,Image,"There will never be a perfect time. So why wait? Just start where you are. So, which opportunity are you working on creating right now? Tell us in the comments.#ThursdayThoughts #ThursdayMotivation",55,0,0,"330,866"
Simplilearn,2022-02-25 18:14:29.784992,"Other: Poll, Shared Post, etc","Converting setbacks into opportunities is a top skill and our learner Utkarsh has aced this skill. Many of us faced uncertainty during the pandemic, but a few realized that it was not a setback but an opportunity to upskill. Driven by the passion for learning, combined with discipline, they made considerable progress. Thank you for sharing your story with us, Utkarsh. Your focus, dedication and emphasis on discipline is inspiring. More success to you!",33,4,4 ,"330,866"
Simplilearn,2021-10-25 18:14:29.784992,"Other: Poll, Shared Post, etc","Just 2 days to go before a long weekend kicks in! 😱 Here’s how you can make the most of the time and 💹 your 𝐩𝐫𝐨𝐝𝐮𝐜𝐭𝐢𝐯𝐢𝐭𝐲 at work. ⌛ Work for 25 mins.☕ Take a break for 5 mins. Take a longer break after four such sessions._ _ _ _ _ *_ _ _ _ _ *_ _ _ _ _ * _ _ _ _ _ ***That’s 𝐏𝐨𝐦𝐨𝐝𝐨𝐫𝐨 𝐓𝐞𝐜𝐡𝐧𝐢𝐪𝐮𝐞 for you. :) Give it a shot, and let us know how it worked for you. #MidWeekMotivation",32,0,0,"330,866"
Simplilearn,2022-02-25 18:14:29.784992,"Other: Poll, Shared Post, etc","Metaverse promises to be incredible and will mark our entry into a never seen before tech universe. But, what exactly is the deal with this new sensation of the tech world? If you’re still trying to figure out, then here’s a crisp 5 minute video that will give you a good lowdown.Check it out!#metaverse #tech #meta #metaversenews #simplilearn",13,4,1 ,"330,866"
Simplilearn,2021-11-25 18:14:29.784992,"Other: Poll, Shared Post, etc","Cloud computing has emerged as a skill that companies are relying on, to stay agile and adaptive in this new environment. Champion cutting-edge tools, attend masterclasses from Microsoft leadership, work in cloud labs across 30+ hands-on practicals, and get noticed by top hiring companies with the most hands-on cloud bootcamp with the latest Professional Certificate Program in Cloud Computing in collaboration with the University of California - bit.ly/3kqZniW",36,0,0,"330,866"
Simplilearn,2022-02-25 18:14:29.784992,"Other: Poll, Shared Post, etc",Webinar: Preparing Your Career for Machine Intelligence 4.0Powered by Restream https://restream.io/,118,63,3 ,"330,866"
Simplilearn,2021-10-25 18:14:29.784992,"Other: Poll, Shared Post, etc","We love making plans, so we thought we’d make one for you, too.  So, here’s a weekend plan to help you fast-track your career alongside your ‘routine plans.’  Get started now: bit.ly/3EjCghY#weekend #vibes #learning",36,3,1 ,"330,866"
Simplilearn,2021-09-25 18:14:29.784992,"Other: Poll, Shared Post, etc",A small checklist to help you tick things off your task list a little faster:1. Hydrate2. Look away from your screens at least once every 30 mins. 👀 (eye-rolls are welcome 😄)3. Stretch between work sessions4. Try to avoid task-hopping (did someone say multitasking?)5. Reward yourself in small ways after each task you complete6. Don't forget this list 🙃,132,18,4 ,"330,866"
Simplilearn,2022-02-25 18:14:29.784992,"Other: Poll, Shared Post, etc",Webinar - Debunking SEO Myths: Growth Hacks for SEO Success in 2022Powered by Restream https://restream.io/,90,82,2 ,"330,866"
Simplilearn,2021-09-25 18:14:29.784992,"Other: Poll, Shared Post, etc",What are your favorite productivity hacks? We're really looking for some cool suggestions. 📝,3,0,0,"330,866"
Simplilearn,2022-01-25 18:14:29.784992,"Other: Poll, Shared Post, etc",Webinar: Cyber Security Trends and Careers in 2022Powered by Restream https://restream.io/,127,89,3 ,"330,866"
Simplilearn,2021-10-25 18:14:29.784992,"Other: Poll, Shared Post, etc",What does it really take to ace it at digital marketing? It’s definitely not one single skill. You’ll need to master a combination of skills. What’s your top pick from the list? Tell us in the comments. #DigitalMarketing #Upskilling,82,4,4 ,"330,866"
Simplilearn,2022-01-25 18:14:29.784992,"Other: Poll, Shared Post, etc",Time Management: The Secret to Achieving Your Career Goals in 2022Powered by Restream https://restream.io/,200,38,3 ,"330,866"
Simplilearn,2021-10-25 18:14:29.784992,"Other: Poll, Shared Post, etc","The world of tech has become popular for the fat paycheck. This is a dynamic and fast-changing industry, so you’ll need to constantly upgrade and re-skill to be on top. If you’re a tech-freak who wants to make it big in the tech industry or if you’re already a techie, you sure would want to check this list out. Which one is your pick out of the list? Tell us in the comments. Ambition #CannotBeLockedDown",39,3,0,"330,866"
Simplilearn,2021-09-25 18:14:29.784992,"Other: Poll, Shared Post, etc","What a happy moment this! 😍 Celebrating all the graduates and the top performers from the Caltech CTME - Simplilearn online convocation ceremony of the Post Graduate Program Batch of 2021 in DevOps, Cloud Computing, and Full Stack Web Development!We’re immensely proud of this diverse and highly driven batch of learners across various industries, regions, and experience levels who’ve successfully completed the program.Congratulations to all! #OnlineConvocation #PGP #HardWorkPaysOff Ambition#CannotBeLockedDown",114,4,1 ,"330,866"
Simplilearn,2022-01-25 18:14:29.784992,"Other: Poll, Shared Post, etc","Webinar: Skills to Feed Your Digital Marketing Career, with Brad GeddesPowered by Restream https://restream.io/",121,68,3 ,"330,866"
Simplilearn,2021-09-25 18:14:29.784992,"Other: Poll, Shared Post, etc","The pandemic has significantly shifted a lot of things in the job landscape. Despite the change, there are some job roles that are trending. Explore the list along with the skills that can help you succeed in these roles.Which role are you aiming for?Ambition #cannotbelockeddown",48,5,4 ,"330,866"
Simplilearn,2021-09-25 18:14:29.784992,"Other: Poll, Shared Post, etc","Top companies like Amazon, Accenture, and LinkedIn are hiring digital marketing managers today. What if you could get on top of the resume pile with the most hands-on Bootcamp? Make the most of real-life projects, a cutting-edge curriculum, 8X higher live interaction, a global cohort, university masterclasses, and lots more - bit.ly/3nYBZvJ",21,0,0,"330,866"
Simplilearn,2022-01-25 18:14:29.784992,"Other: Poll, Shared Post, etc","Alessio Cofone, we’re so happy to see your learning journey and the big impact on your career. Stories of Simplilearners who constantly strive to thrive through learning always bring a smile to our faces. :) Wishing you more success!",36,0,0,"330,866"
